vendor_id,tax_period,total_itc_claimed,itc_matched,itc_at_risk,leakage_percentage,aging_bucket
VND03837,2023-Q1,477353,282523,194830,40.81,60+
VND03368,2023-Q1,491399,311544,179855,36.6,60+
VND03309,2023-Q1,410095,366777,43318,10.56,31-60
VND00687,2023-Q2,182278,49835,132443,72.66,60+
VND01444,2023-Q3,352283,286789,65494,18.59,60+
VND04220,2023-Q2,85244,43531,41713,48.93,60+
VND01724,2023-Q3,384096,284037,100059,26.05,0-30
VND04918,2023-Q1,217090,115427,101663,46.83,60+
VND02179,2023-Q2,203829,132207,71622,35.14,31-60
VND01311,2023-Q2,285754,276482,9272,3.24,31-60
VND02780,2023-Q1,98764,70891,27873,28.22,0-30
VND03616,2023-Q1,350966,306612,44354,12.64,60+
VND02310,2023-Q2,486334,223095,263239,54.13,31-60
VND00942,2023-Q3,384679,169063,215616,56.05,0-30
VND00297,2023-Q3,441557,145371,296186,67.08,60+
VND02411,2023-Q1,241272,161216,80056,33.18,60+
VND00947,2023-Q3,130004,124850,5154,3.96,0-30
VND03694,2023-Q2,328306,192022,136284,41.51,0-30
VND01220,2023-Q2,404965,243134,161831,39.96,0-30
VND02763,2023-Q3,345205,219474,125731,36.42,31-60
VND04722,2023-Q3,146479,143877,2602,1.78,0-30
VND00675,2023-Q2,99093,79681,19412,19.59,0-30
VND01056,2023-Q1,169310,89409,79901,47.19,0-30
VND04195,2023-Q1,363158,51580,311578,85.8,31-60
VND01345,2023-Q3,382877,99506,283371,74.01,60+
VND00737,2023-Q2,311025,60297,250728,80.61,31-60
VND03970,2023-Q2,202368,73825,128543,63.52,31-60
VND00698,2023-Q3,245305,42266,203039,82.77,60+
VND02818,2023-Q2,166173,43620,122553,73.75,60+
VND03810,2023-Q1,141493,58622,82871,58.57,31-60
VND02906,2023-Q1,93440,49613,43827,46.9,0-30
VND01582,2023-Q3,258630,248815,9815,3.79,60+
VND03644,2023-Q1,403595,56650,346945,85.96,31-60
VND02646,2023-Q1,186784,114773,72011,38.55,31-60
VND00099,2023-Q2,389003,73184,315819,81.19,0-30
VND02941,2023-Q1,172238,132060,40178,23.33,60+
VND02053,2023-Q1,380871,324619,56252,14.77,31-60
VND04518,2023-Q2,398816,271637,127179,31.89,0-30
VND03065,2023-Q1,145253,30828,114425,78.78,31-60
VND01399,2023-Q1,436714,82067,354647,81.21,60+
VND03162,2023-Q3,417153,392994,24159,5.79,31-60
VND02029,2023-Q1,380968,57583,323385,84.89,0-30
VND02685,2023-Q1,445299,224196,221103,49.65,0-30
VND00944,2023-Q1,351886,101538,250348,71.14,0-30
VND01913,2023-Q2,137116,91734,45382,33.1,0-30
VND04851,2023-Q3,241199,145105,96094,39.84,0-30
VND00518,2023-Q3,391437,265124,126313,32.27,0-30
VND00789,2023-Q1,295850,56019,239831,81.07,31-60
VND04063,2023-Q1,357694,322866,34828,9.74,60+
VND02125,2023-Q2,108243,81515,26728,24.69,0-30
VND04745,2023-Q3,326127,220269,105858,32.46,0-30
VND03488,2023-Q3,320260,241022,79238,24.74,31-60
VND00694,2023-Q2,155281,142498,12783,8.23,60+
VND01421,2023-Q1,156542,94185,62357,39.83,31-60
VND01414,2023-Q3,172326,46989,125337,72.73,0-30
VND04890,2023-Q3,439038,80451,358587,81.68,60+
VND04378,2023-Q2,98522,94065,4457,4.52,60+
VND03763,2023-Q1,121878,89472,32406,26.59,60+
VND02751,2023-Q3,84361,65588,18773,22.25,60+
VND01922,2023-Q3,477896,278765,199131,41.67,31-60
VND02573,2023-Q1,69486,22109,47377,68.18,60+
VND02302,2023-Q3,72211,59758,12453,17.25,60+
VND03443,2023-Q2,357375,177185,180190,50.42,0-30
VND03907,2023-Q1,202804,195381,7423,3.66,31-60
VND03440,2023-Q1,346598,137470,209128,60.34,31-60
VND02850,2023-Q1,191824,33296,158528,82.64,0-30
VND03863,2023-Q3,135102,57976,77126,57.09,60+
VND03215,2023-Q3,403830,141910,261920,64.86,0-30
VND02736,2023-Q2,55598,24291,31307,56.31,31-60
VND02260,2023-Q2,101119,34890,66229,65.5,0-30
VND04487,2023-Q2,176378,48801,127577,72.33,0-30
VND02970,2023-Q1,105593,75484,30109,28.51,60+
VND01550,2023-Q2,376465,189140,187325,49.76,0-30
VND01987,2023-Q2,268777,155481,113296,42.15,60+
VND00839,2023-Q3,274916,271822,3094,1.13,31-60
VND00730,2023-Q3,125902,49775,76127,60.47,31-60
VND02513,2023-Q1,207464,56862,150602,72.59,31-60
VND03707,2023-Q3,241860,119485,122375,50.6,31-60
VND00088,2023-Q1,115369,100319,15050,13.05,31-60
VND04431,2023-Q2,154558,47443,107115,69.3,60+
VND04747,2023-Q1,189893,33703,156190,82.25,0-30
VND03458,2023-Q2,174002,80997,93005,53.45,60+
VND04914,2023-Q2,490005,356840,133165,27.18,31-60
VND02387,2023-Q1,331408,308335,23073,6.96,60+
VND01287,2023-Q2,254631,89392,165239,64.89,31-60
VND03660,2023-Q1,189416,60825,128591,67.89,0-30
VND02180,2023-Q3,69894,47757,22137,31.67,0-30
VND03216,2023-Q3,472182,128541,343641,72.78,60+
VND02299,2023-Q1,86456,74927,11529,13.34,31-60
VND02002,2023-Q3,345297,88493,256804,74.37,60+
VND04760,2023-Q1,182480,131108,51372,28.15,31-60
VND04645,2023-Q2,166904,161865,5039,3.02,0-30
VND02809,2023-Q3,421488,295260,126228,29.95,60+
VND02698,2023-Q2,196014,132690,63324,32.31,31-60
VND01525,2023-Q1,53473,42245,11228,21.0,0-30
VND01013,2023-Q2,371061,197523,173538,46.77,0-30
VND00157,2023-Q2,143407,57855,85552,59.66,0-30
VND04650,2023-Q1,390738,302855,87883,22.49,60+
VND03119,2023-Q3,230604,55657,174947,75.86,31-60
VND02258,2023-Q1,77463,24035,53428,68.97,60+
VND04794,2023-Q2,284453,268912,15541,5.46,0-30
VND04406,2023-Q2,143560,27565,115995,80.8,60+
VND02287,2023-Q2,271959,62736,209223,76.93,0-30
VND01753,2023-Q3,382846,289368,93478,24.42,31-60
VND00343,2023-Q2,274673,243599,31074,11.31,0-30
VND04347,2023-Q3,398223,141146,257077,64.56,60+
VND04584,2023-Q3,363737,107887,255850,70.34,0-30
VND01804,2023-Q2,462961,235413,227548,49.15,31-60
VND01274,2023-Q3,319798,119626,200172,62.59,0-30
VND02497,2023-Q1,435195,405739,29456,6.77,31-60
VND03986,2023-Q3,422329,284711,137618,32.59,31-60
VND01751,2023-Q1,206581,167849,38732,18.75,31-60
VND02544,2023-Q2,201936,44286,157650,78.07,60+
VND04164,2023-Q3,156028,137815,18213,11.67,31-60
VND03428,2023-Q3,481390,329535,151855,31.55,0-30
VND00468,2023-Q3,263727,123866,139861,53.03,31-60
VND00634,2023-Q1,463789,82134,381655,82.29,60+
VND04490,2023-Q2,191215,89843,101372,53.01,31-60
VND02412,2023-Q2,121774,86974,34800,28.58,0-30
VND00026,2023-Q2,122907,43341,79566,64.74,31-60
VND04779,2023-Q2,405808,41785,364023,89.7,60+
VND03111,2023-Q2,382027,213048,168979,44.23,31-60
VND01474,2023-Q1,318277,91968,226309,71.1,31-60
VND04912,2023-Q3,397116,305288,91828,23.12,0-30
VND02654,2023-Q1,348721,338954,9767,2.8,31-60
VND00553,2023-Q1,177530,78867,98663,55.58,31-60
VND00001,2023-Q1,153740,139984,13756,8.95,0-30
VND00567,2023-Q3,216513,199323,17190,7.94,0-30
VND02278,2023-Q1,315502,217018,98484,31.22,60+
VND00024,2023-Q2,350855,175154,175701,50.08,0-30
VND00323,2023-Q3,200966,171996,28970,14.42,60+
VND03463,2023-Q3,477489,337336,140153,29.35,0-30
VND03083,2023-Q3,362261,292737,69524,19.19,0-30
VND03657,2023-Q1,59061,50052,9009,15.25,60+
VND03353,2023-Q2,489454,369202,120252,24.57,60+
VND03072,2023-Q3,115371,43200,72171,62.56,0-30
VND01162,2023-Q3,338214,82682,255532,75.55,31-60
VND02818,2023-Q1,373529,24989,348540,93.31,31-60
VND04246,2023-Q3,252942,154334,98608,38.98,31-60
VND03495,2023-Q2,193049,103557,89492,46.36,60+
VND00143,2023-Q2,427175,409872,17303,4.05,31-60
VND02009,2023-Q1,366262,308361,57901,15.81,60+
VND03306,2023-Q2,245935,60973,184962,75.21,60+
VND04920,2023-Q1,387790,271377,116413,30.02,0-30
VND00146,2023-Q1,178362,155155,23207,13.01,0-30
VND01681,2023-Q3,201961,110471,91490,45.3,0-30
VND01361,2023-Q2,132277,53875,78402,59.27,60+
VND04608,2023-Q3,474809,261812,212997,44.86,0-30
VND04151,2023-Q1,489540,86734,402806,82.28,31-60
VND00708,2023-Q1,56807,52245,4562,8.03,0-30
VND02323,2023-Q3,208499,77842,130657,62.67,31-60
VND00050,2023-Q2,149094,43205,105889,71.02,60+
VND04000,2023-Q2,380025,238727,141298,37.18,60+
VND00511,2023-Q1,422767,411900,10867,2.57,0-30
VND01922,2023-Q2,393412,377698,15714,3.99,60+
VND00659,2023-Q3,87517,69357,18160,20.75,0-30
VND01396,2023-Q1,367589,217828,149761,40.74,0-30
VND01255,2023-Q1,431087,266661,164426,38.14,60+
VND00116,2023-Q3,247978,89016,158962,64.1,0-30
VND00139,2023-Q1,362329,77422,284907,78.63,0-30
VND04617,2023-Q3,473361,72455,400906,84.69,60+
VND03528,2023-Q3,116369,94837,21532,18.5,60+
VND02915,2023-Q3,467004,159620,307384,65.82,31-60
VND03297,2023-Q2,490086,299610,190476,38.87,0-30
VND00448,2023-Q3,175254,22649,152605,87.08,0-30
VND01679,2023-Q2,440400,88099,352301,80.0,60+
VND02140,2023-Q2,486863,467283,19580,4.02,60+
VND03504,2023-Q1,52045,34993,17052,32.76,31-60
VND04347,2023-Q2,171261,165873,5388,3.15,60+
VND04854,2023-Q1,71696,65502,6194,8.64,31-60
VND02127,2023-Q3,174038,48380,125658,72.2,0-30
VND04871,2023-Q3,122679,43315,79364,64.69,0-30
VND00815,2023-Q3,218877,109905,108972,49.79,60+
VND04022,2023-Q3,466575,151177,315398,67.6,60+
VND00584,2023-Q3,272799,269377,3422,1.25,0-30
VND00350,2023-Q1,460995,127912,333083,72.25,0-30
VND04649,2023-Q1,133440,102540,30900,23.16,31-60
VND03612,2023-Q2,197211,30885,166326,84.34,60+
VND01224,2023-Q2,353034,116539,236495,66.99,0-30
VND02650,2023-Q2,429065,224629,204436,47.65,31-60
VND03551,2023-Q2,313319,196447,116872,37.3,31-60
VND01252,2023-Q3,379521,345151,34370,9.06,60+
VND04271,2023-Q3,81091,30958,50133,61.82,31-60
VND02129,2023-Q3,200619,39594,161025,80.26,31-60
VND01097,2023-Q3,398260,28238,370022,92.91,60+
VND03002,2023-Q1,116449,67381,49068,42.14,31-60
VND00009,2023-Q2,200084,187581,12503,6.25,60+
VND03626,2023-Q1,193261,132631,60630,31.37,60+
VND04463,2023-Q2,67030,42539,24491,36.54,31-60
VND02323,2023-Q1,450309,401212,49097,10.9,0-30
VND04606,2023-Q1,209795,75683,134112,63.93,0-30
VND02938,2023-Q2,229886,22606,207280,90.17,0-30
VND01244,2023-Q3,322204,98169,224035,69.53,31-60
VND01265,2023-Q2,483219,332400,150819,31.21,60+
VND03776,2023-Q3,270920,105027,165893,61.23,31-60
VND01872,2023-Q3,143726,74103,69623,48.44,0-30
VND02800,2023-Q2,145621,143017,2604,1.79,60+
VND01720,2023-Q1,415147,148696,266451,64.18,31-60
VND03269,2023-Q3,250358,174325,76033,30.37,0-30
VND03567,2023-Q3,224397,210914,13483,6.01,0-30
VND01114,2023-Q3,445217,115960,329257,73.95,0-30
VND00162,2023-Q2,86824,84091,2733,3.15,0-30
VND01559,2023-Q1,392521,290131,102390,26.09,60+
VND00872,2023-Q3,453893,83485,370408,81.61,31-60
VND01054,2023-Q3,469906,285281,184625,39.29,31-60
VND02720,2023-Q1,131194,93689,37505,28.59,0-30
VND01881,2023-Q3,270693,254413,16280,6.01,31-60
VND00368,2023-Q1,450600,352750,97850,21.72,0-30
VND02569,2023-Q2,328281,188907,139374,42.46,0-30
VND04308,2023-Q2,270949,128611,142338,52.53,60+
VND03069,2023-Q2,392162,235468,156694,39.96,31-60
VND02386,2023-Q2,298776,119966,178810,59.85,0-30
VND00222,2023-Q2,370609,92089,278520,75.15,31-60
VND03302,2023-Q1,51877,25931,25946,50.01,0-30
VND00765,2023-Q1,349564,187696,161868,46.31,60+
VND00827,2023-Q2,347198,33260,313938,90.42,60+
VND01326,2023-Q2,82192,31759,50433,61.36,31-60
VND03668,2023-Q3,209869,132894,76975,36.68,60+
VND04285,2023-Q3,472363,142195,330168,69.9,60+
VND00906,2023-Q2,211505,123748,87757,41.49,0-30
VND02901,2023-Q2,259858,56900,202958,78.1,31-60
VND00648,2023-Q1,378573,267904,110669,29.23,60+
VND02229,2023-Q1,383317,230637,152680,39.83,60+
VND02525,2023-Q2,249643,32510,217133,86.98,0-30
VND00273,2023-Q2,373545,41156,332389,88.98,31-60
VND04210,2023-Q3,349596,70417,279179,79.86,0-30
VND03131,2023-Q3,370826,289294,81532,21.99,0-30
VND00166,2023-Q1,412646,115770,296876,71.94,31-60
VND00736,2023-Q3,208085,48573,159512,76.66,0-30
VND03774,2023-Q2,99593,64184,35409,35.55,0-30
VND03097,2023-Q3,227204,24862,202342,89.06,31-60
VND04697,2023-Q1,83048,28507,54541,65.67,60+
VND03540,2023-Q1,125695,43759,81936,65.19,0-30
VND00571,2023-Q2,326402,228217,98185,30.08,0-30
VND02852,2023-Q3,95646,26594,69052,72.2,31-60
VND02547,2023-Q2,178877,162817,16060,8.98,31-60
VND02588,2023-Q3,259727,98770,160957,61.97,31-60
VND04514,2023-Q1,397400,298139,99261,24.98,60+
VND01745,2023-Q2,473382,288436,184946,39.07,31-60
VND02992,2023-Q1,95808,20879,74929,78.21,60+
VND00404,2023-Q2,118314,62181,56133,47.44,31-60
VND04209,2023-Q2,432862,241117,191745,44.3,0-30
VND01682,2023-Q1,150821,89317,61504,40.78,60+
VND04074,2023-Q3,113944,78710,35234,30.92,31-60
VND02748,2023-Q1,347589,53182,294407,84.7,60+
VND00969,2023-Q3,448221,67837,380384,84.87,31-60
VND01935,2023-Q1,313513,94047,219466,70.0,31-60
VND03054,2023-Q3,300244,62453,237791,79.2,60+
VND04155,2023-Q2,56278,45223,11055,19.64,60+
VND03214,2023-Q2,382300,46905,335395,87.73,0-30
VND04719,2023-Q3,403037,156943,246094,61.06,31-60
VND03324,2023-Q3,404306,317119,87187,21.56,60+
VND03063,2023-Q2,112069,68063,44006,39.27,60+
VND03170,2023-Q3,364738,270580,94158,25.82,31-60
VND01590,2023-Q3,263229,63474,199755,75.89,60+
VND00451,2023-Q2,423264,416002,7262,1.72,31-60
VND04017,2023-Q2,290486,53667,236819,81.53,31-60
VND02519,2023-Q3,258582,119849,138733,53.65,31-60
VND01210,2023-Q2,438913,308549,130364,29.7,60+
VND02237,2023-Q2,140816,126834,13982,9.93,0-30
VND04706,2023-Q2,313317,188642,124675,39.79,31-60
VND01197,2023-Q3,413833,281806,132027,31.9,0-30
VND00392,2023-Q3,360214,143648,216566,60.12,0-30
VND02555,2023-Q1,464461,358203,106258,22.88,31-60
VND03379,2023-Q2,490111,70286,419825,85.66,0-30
VND02357,2023-Q3,330418,88866,241552,73.1,0-30
VND00399,2023-Q1,285880,175390,110490,38.65,60+
VND02216,2023-Q1,284617,115425,169192,59.45,60+
VND00406,2023-Q3,199168,150424,48744,24.47,60+
VND01839,2023-Q2,405190,64010,341180,84.2,60+
VND01893,2023-Q2,364354,40800,323554,88.8,60+
VND00605,2023-Q1,318997,242735,76262,23.91,60+
VND03235,2023-Q2,59109,48117,10992,18.6,60+
VND02344,2023-Q3,245203,154850,90353,36.85,31-60
VND03598,2023-Q3,180375,143316,37059,20.55,0-30
VND01434,2023-Q2,86716,84229,2487,2.87,0-30
VND01524,2023-Q2,182263,61583,120680,66.21,60+
VND04293,2023-Q2,195695,124099,71596,36.59,31-60
VND03245,2023-Q1,261736,195890,65846,25.16,0-30
VND03538,2023-Q1,79205,33191,46014,58.09,60+
VND00501,2023-Q3,339238,23945,315293,92.94,60+
VND03182,2023-Q2,202852,101881,100971,49.78,60+
VND03378,2023-Q1,345826,109028,236798,68.47,60+
VND02636,2023-Q3,398879,72161,326718,81.91,60+
VND01424,2023-Q3,195775,152192,43583,22.26,0-30
VND01400,2023-Q1,265322,186405,78917,29.74,31-60
VND02240,2023-Q2,155839,109933,45906,29.46,0-30
VND01840,2023-Q3,302750,258860,43890,14.5,60+
VND00255,2023-Q3,428616,46040,382576,89.26,60+
VND00069,2023-Q2,300518,253247,47271,15.73,60+
VND04625,2023-Q1,381656,191968,189688,49.7,60+
VND02202,2023-Q1,357429,159917,197512,55.26,31-60
VND00430,2023-Q2,487653,306086,181567,37.23,31-60
VND03303,2023-Q3,136852,29407,107445,78.51,0-30
VND03134,2023-Q1,293512,252996,40516,13.8,0-30
VND04301,2023-Q1,224115,180320,43795,19.54,0-30
VND00041,2023-Q2,260394,20824,239570,92.0,60+
VND02081,2023-Q2,321135,205521,115614,36.0,31-60
VND02034,2023-Q3,122524,97765,24759,20.21,60+
VND00626,2023-Q3,110002,58702,51300,46.64,60+
VND02542,2023-Q3,290691,271671,19020,6.54,60+
VND00804,2023-Q1,419150,191224,227926,54.38,31-60
VND03641,2023-Q1,169517,57328,112189,66.18,31-60
VND03201,2023-Q2,473959,22222,451737,95.31,31-60
VND03477,2023-Q2,241624,190868,50756,21.01,0-30
VND04613,2023-Q3,452762,380083,72679,16.05,31-60
VND03883,2023-Q1,396290,94751,301539,76.09,60+
VND02879,2023-Q2,471536,59303,412233,87.42,60+
VND02679,2023-Q2,136843,65014,71829,52.49,60+
VND00037,2023-Q3,454090,64980,389110,85.69,60+
VND04989,2023-Q1,317039,255375,61664,19.45,31-60
VND02596,2023-Q2,162165,60726,101439,62.55,60+
VND03577,2023-Q3,165301,140453,24848,15.03,31-60
VND03889,2023-Q1,98510,54075,44435,45.11,0-30
VND03779,2023-Q2,61400,57938,3462,5.64,60+
VND03883,2023-Q2,144692,45129,99563,68.81,0-30
VND01476,2023-Q1,207367,165733,41634,20.08,31-60
VND03284,2023-Q1,183974,145913,38061,20.69,31-60
VND03440,2023-Q2,414236,345453,68783,16.6,0-30
VND01607,2023-Q1,296051,218070,77981,26.34,60+
VND00735,2023-Q2,89362,62296,27066,30.29,60+
VND03053,2023-Q1,398537,371898,26639,6.68,0-30
VND04475,2023-Q3,388621,124625,263996,67.93,0-30
VND02649,2023-Q1,357794,31229,326565,91.27,0-30
VND04602,2023-Q3,59474,49227,10247,17.23,60+
VND02329,2023-Q2,273098,121166,151932,55.63,31-60
VND01327,2023-Q2,220800,31642,189158,85.67,0-30
VND04988,2023-Q3,116188,54537,61651,53.06,60+
VND04984,2023-Q2,156530,98929,57601,36.8,31-60
VND01026,2023-Q2,166711,95402,71309,42.77,60+
VND02081,2023-Q2,296107,100162,195945,66.17,0-30
VND04900,2023-Q2,121624,101955,19669,16.17,0-30
VND04675,2023-Q3,343284,29600,313684,91.38,60+
VND03884,2023-Q1,209501,79598,129903,62.01,31-60
VND03429,2023-Q1,453427,177187,276240,60.92,60+
VND01975,2023-Q3,209827,38794,171033,81.51,0-30
VND04940,2023-Q2,465241,74543,390698,83.98,0-30
VND00080,2023-Q3,70872,20408,50464,71.2,0-30
VND04991,2023-Q2,460532,373450,87082,18.91,60+
VND03380,2023-Q2,420857,47023,373834,88.83,31-60
VND00752,2023-Q2,453842,98993,354849,78.19,31-60
VND01533,2023-Q1,466402,61903,404499,86.73,31-60
VND02969,2023-Q1,166289,103504,62785,37.76,60+
VND04361,2023-Q3,403971,249008,154963,38.36,60+
VND03444,2023-Q1,292233,55762,236471,80.92,60+
VND00946,2023-Q3,485748,456848,28900,5.95,0-30
VND03980,2023-Q2,317669,294243,23426,7.37,60+
VND01249,2023-Q2,409077,319337,89740,21.94,0-30
VND01520,2023-Q1,52274,27670,24604,47.07,0-30
VND00181,2023-Q3,347771,242746,105025,30.2,60+
VND01265,2023-Q3,75608,43373,32235,42.63,60+
VND01686,2023-Q1,124478,109710,14768,11.86,31-60
VND00288,2023-Q3,338210,183401,154809,45.77,60+
VND00986,2023-Q2,309814,288090,21724,7.01,60+
VND02607,2023-Q2,344047,85095,258952,75.27,60+
VND02754,2023-Q1,353125,187277,165848,46.97,31-60
VND04963,2023-Q2,428670,228019,200651,46.81,60+
VND04990,2023-Q3,75405,31651,43754,58.03,0-30
VND03647,2023-Q1,103028,76316,26712,25.93,60+
VND01323,2023-Q3,322234,282393,39841,12.36,60+
VND04862,2023-Q3,240830,20077,220753,91.66,60+
VND02453,2023-Q3,64510,24643,39867,61.8,60+
VND00045,2023-Q3,381745,254662,127083,33.29,0-30
VND01489,2023-Q2,82529,34416,48113,58.3,31-60
VND04358,2023-Q2,321264,236316,84948,26.44,60+
VND04990,2023-Q1,131497,34953,96544,73.42,60+
VND01011,2023-Q3,271939,218383,53556,19.69,0-30
VND00365,2023-Q2,54489,37513,16976,31.15,31-60
VND02537,2023-Q1,145556,106093,39463,27.11,0-30
VND01998,2023-Q2,213003,92955,120048,56.36,0-30
VND00163,2023-Q1,310910,115577,195333,62.83,60+
VND04189,2023-Q1,482231,61632,420599,87.22,0-30
VND03758,2023-Q2,205068,178790,26278,12.81,0-30
VND02734,2023-Q2,495216,309075,186141,37.59,0-30
VND04940,2023-Q3,396429,223917,172512,43.52,60+
VND03313,2023-Q1,418024,22314,395710,94.66,60+
VND03455,2023-Q1,262762,183215,79547,30.27,60+
VND00793,2023-Q1,206430,21314,185116,89.67,60+
VND02315,2023-Q2,220646,36000,184646,83.68,31-60
VND04022,2023-Q3,480064,325723,154341,32.15,0-30
VND03200,2023-Q2,209907,160781,49126,23.4,60+
VND04811,2023-Q3,281398,112275,169123,60.1,60+
VND02526,2023-Q3,84620,22658,61962,73.22,31-60
VND03218,2023-Q3,116548,107907,8641,7.41,31-60
VND02598,2023-Q2,103123,72942,30181,29.27,31-60
VND02992,2023-Q3,203873,179728,24145,11.84,60+
VND01586,2023-Q1,484224,169563,314661,64.98,0-30
VND02018,2023-Q1,81268,41681,39587,48.71,0-30
VND03454,2023-Q2,233751,61498,172253,73.69,60+
VND02975,2023-Q2,199806,146077,53729,26.89,31-60
VND04775,2023-Q3,201522,137099,64423,31.97,60+
VND03011,2023-Q2,353726,145965,207761,58.74,60+
VND00382,2023-Q2,349918,90035,259883,74.27,0-30
VND04234,2023-Q2,479936,376147,103789,21.63,31-60
VND02809,2023-Q3,85232,75554,9678,11.35,60+
VND00895,2023-Q2,162402,40640,121762,74.98,31-60
VND04047,2023-Q3,128033,121138,6895,5.39,31-60
VND02840,2023-Q1,266753,64669,202084,75.76,0-30
VND00416,2023-Q3,306434,183111,123323,40.24,60+
VND00717,2023-Q2,434058,307671,126387,29.12,31-60
VND04874,2023-Q1,473506,230654,242852,51.29,0-30
VND00469,2023-Q1,133174,109423,23751,17.83,0-30
VND03025,2023-Q2,76880,66394,10486,13.64,31-60
VND04921,2023-Q1,325833,202118,123715,37.97,0-30
VND04554,2023-Q1,300763,252195,48568,16.15,60+
VND04071,2023-Q1,470196,243667,226529,48.18,0-30
VND01576,2023-Q1,66723,48561,18162,27.22,31-60
VND00202,2023-Q3,365969,25709,340260,92.98,31-60
VND04263,2023-Q2,444967,314812,130155,29.25,0-30
VND00161,2023-Q1,298252,214417,83835,28.11,0-30
VND03109,2023-Q3,342492,112952,229540,67.02,60+
VND01762,2023-Q2,139356,88582,50774,36.43,0-30
VND00375,2023-Q2,74705,68407,6298,8.43,60+
VND01531,2023-Q2,451112,130333,320779,71.11,60+
VND04239,2023-Q3,461582,194451,267131,57.87,0-30
VND03917,2023-Q3,480627,76511,404116,84.08,0-30
VND03016,2023-Q1,339805,150690,189115,55.65,60+
VND02664,2023-Q3,60785,37758,23027,37.88,0-30
VND00904,2023-Q1,395972,193305,202667,51.18,31-60
VND00528,2023-Q1,422466,187978,234488,55.5,0-30
VND03861,2023-Q1,309893,270506,39387,12.71,31-60
VND01485,2023-Q1,309681,46164,263517,85.09,60+
VND03068,2023-Q2,94771,93789,982,1.04,31-60
VND00431,2023-Q3,121992,86679,35313,28.95,60+
VND04732,2023-Q2,117286,79266,38020,32.42,0-30
VND00726,2023-Q3,231174,82827,148347,64.17,0-30
VND03869,2023-Q3,262957,72965,189992,72.25,0-30
VND03460,2023-Q3,452746,314684,138062,30.49,31-60
VND04073,2023-Q3,302561,260068,42493,14.04,31-60
VND04394,2023-Q1,425930,339829,86101,20.21,31-60
VND03577,2023-Q2,313551,226768,86783,27.68,31-60
VND02619,2023-Q2,154194,34093,120101,77.89,60+
VND04396,2023-Q1,146087,80121,65966,45.16,0-30
VND01493,2023-Q1,320132,186626,133506,41.7,0-30
VND01232,2023-Q2,333225,287872,45353,13.61,31-60
VND00424,2023-Q3,90254,29059,61195,67.8,60+
VND02927,2023-Q2,244053,229365,14688,6.02,31-60
VND01627,2023-Q3,208597,32658,175939,84.34,60+
VND02395,2023-Q1,219073,164069,55004,25.11,60+
VND01422,2023-Q3,220356,95965,124391,56.45,60+
VND00781,2023-Q2,291421,240532,50889,17.46,0-30
VND00431,2023-Q3,194852,41664,153188,78.62,31-60
VND00079,2023-Q1,437037,128853,308184,70.52,0-30
VND01192,2023-Q1,291709,175130,116579,39.96,60+
VND04953,2023-Q3,379142,101557,277585,73.21,0-30
VND03666,2023-Q3,60186,24026,36160,60.08,31-60
VND04725,2023-Q3,489479,69807,419672,85.74,0-30
VND03511,2023-Q1,407286,269222,138064,33.9,0-30
VND00185,2023-Q2,125164,94840,30324,24.23,0-30
VND04228,2023-Q3,452881,50219,402662,88.91,60+
VND02242,2023-Q1,455657,424818,30839,6.77,60+
VND03963,2023-Q3,353000,325726,27274,7.73,0-30
VND04879,2023-Q2,365236,117312,247924,67.88,60+
VND02746,2023-Q1,248615,108949,139666,56.18,0-30
VND04194,2023-Q3,195731,178423,17308,8.84,60+
VND04591,2023-Q2,76302,63570,12732,16.69,60+
VND04313,2023-Q2,156709,62669,94040,60.01,0-30
VND01625,2023-Q3,392884,113871,279013,71.02,60+
VND02606,2023-Q1,120882,114285,6597,5.46,31-60
