vendor_id,mismatch_rate,filing_delay_frequency,gst_status_score,vendor_risk_score,risk_category
VND02530,0.137,0.127,2,10.54,Low
VND02531,0.267,0.079,15,13.85,Low
VND02532,0.162,0.239,11,16.07,Low
VND02533,0.294,0.1,13,15.75,Low
VND02534,0.02,0.033,8,2.13,Low
VND02535,0.056,0.095,19,6.03,Low
VND02536,0.294,0.178,11,18.9,Low
VND02537,0.295,0.293,18,23.54,Low
VND02538,0.131,0.383,11,20.54,Low
VND02539,0.247,0.137,7,15.36,Low
VND02540,0.242,0.345,1,23.48,Low
VND02541,0.158,0.251,19,16.37,Low
VND02542,0.201,0.217,11,16.72,Low
VND02543,0.131,0.165,13,11.84,Low
VND02544,0.073,0.039,9,4.47,Low
VND02545,0.033,0.048,7,3.24,Low
VND02546,0.109,0.1,11,8.36,Low
VND02547,0.217,0.045,13,10.46,Low
VND02548,0.14,0.078,5,8.71,Low
VND02549,0.09,0.227,8,12.67,Low
VND02550,0.28,0.008,15,11.54,Low
VND02551,0.235,0.058,8,11.71,Low
VND02552,0.058,0.194,9,10.07,Low
VND02553,0.19,0.153,14,13.72,Low
VND02554,0.122,0.174,14,11.84,Low
VND02555,0.187,0.232,14,16.75,Low
VND02556,0.102,0.102,13,8.15,Low
VND02557,0.082,0.064,15,5.82,Low
VND02558,0.106,0.137,15,9.74,Low
VND02559,0.261,0.108,9,14.78,Low
VND02560,0.064,0.231,8,11.8,Low
VND02561,0.208,0.12,7,13.09,Low
VND02562,0.002,0.272,3,10.96,Low
VND02563,0.117,0.253,9,14.83,Low
VND02564,0.157,0.157,6,12.57,Low
VND02565,0.227,0.114,14,13.64,Low
VND02566,0.218,0.253,13,18.85,Low
VND02567,0.273,0.341,20,24.54,Low
VND02568,0.267,0.038,9,12.22,Low
VND02569,0.04,0.327,7,14.67,Low
VND02570,0.207,0.124,19,13.28,Low
VND02571,0.277,0.384,13,26.42,Medium
VND02572,0.178,0.258,12,17.42,Low
VND02573,0.012,0.228,14,9.58,Low
VND02574,0.205,0.36,3,22.6,Low
VND02575,0.17,0.169,15,13.55,Low
VND02576,0.089,0.364,1,18.12,Low
VND02577,0.15,0.311,8,18.45,Low
VND02578,0.278,0.111,12,15.55,Low
VND02579,0.235,0.261,8,19.83,Low
VND02580,0.083,0.301,2,15.38,Low
VND02581,0.032,0.286,18,12.73,Low
VND02582,0.164,0.182,5,13.87,Low
VND02583,0.181,0.217,2,15.91,Low
VND02584,0.198,0.234,6,17.29,Low
VND02585,0.222,0.176,13,15.93,Low
VND02586,0.132,0.359,12,19.66,Low
VND02587,0.145,0.224,13,14.75,Low
VND02588,0.044,0.245,3,11.59,Low
VND02589,0.032,0.188,10,8.82,Low
VND02590,0.281,0.387,5,26.71,Medium
VND02591,0.055,0.09,17,5.78,Low
VND02592,0.107,0.076,8,7.32,Low
VND02593,0.031,0.305,9,13.41,Low
VND02594,0.225,0.232,19,18.27,Low
VND02595,0.051,0.07,5,4.85,Low
VND02596,0.166,0.097,11,10.51,Low
VND02597,0.122,0.018,5,5.59,Low
VND02598,0.086,0.384,12,18.82,Low
VND02599,0.012,0.293,13,12.19,Low
VND02600,0.15,0.156,7,12.22,Low
VND02601,0.142,0.003,18,5.78,Low
VND02602,0.12,0.307,4,17.05,Low
VND02603,0.158,0.363,14,20.87,Low
VND02604,0.262,0.075,5,13.49,Low
VND02605,0.075,0.17,11,9.79,Low
VND02606,0.131,0.193,8,12.95,Low
VND02607,0.196,0.095,6,11.64,Low
VND02608,0.123,0.241,14,14.57,Low
VND02609,0.013,0.185,4,7.93,Low
VND02610,0.093,0.215,8,12.32,Low
VND02611,0.172,0.172,3,13.76,Low
VND02612,0.297,0.378,7,26.99,Medium
VND02613,0.046,0.002,18,1.95,Low
VND02614,0.254,0.363,11,24.66,Low
VND02615,0.138,0.213,4,14.01,Low
VND02616,0.09,0.237,20,13.09,Low
VND02617,0.197,0.262,10,18.36,Low
VND02618,0.239,0.014,19,10.14,Low
VND02619,0.013,0.082,2,3.82,Low
VND02620,0.175,0.007,18,7.28,Low
VND02621,0.159,0.263,0,16.87,Low
VND02622,0.192,0.338,10,21.2,Low
VND02623,0.204,0.053,1,10.26,Low
VND02624,0.257,0.205,1,18.5,Low
VND02625,0.056,0.021,10,3.09,Low
VND02626,0.112,0.323,10,17.37,Low
VND02627,0.08,0.102,19,7.28,Low
VND02628,0.219,0.383,17,24.07,Low
VND02629,0.205,0.202,18,16.31,Low
VND02630,0.147,0.365,8,20.48,Low
VND02631,0.016,0.103,7,4.77,Low
VND02632,0.013,0.395,4,16.31,Low
VND02633,0.223,0.009,2,9.29,Low
VND02634,0.17,0.261,12,17.24,Low
VND02635,0.216,0.013,11,9.13,Low
VND02636,0.071,0.377,14,17.91,Low
VND02637,0.148,0.02,9,6.75,Low
VND02638,0.104,0.269,8,14.95,Low
VND02639,0.185,0.347,9,21.26,Low
VND02640,0.173,0.146,0,12.78,Low
VND02641,0.115,0.279,9,15.76,Low
VND02642,0.05,0.351,14,16.05,Low
VND02643,0.199,0.04,8,9.57,Low
VND02644,0.093,0.346,12,17.54,Low
VND02645,0.11,0.218,3,13.12,Low
VND02646,0.1,0.051,17,6.06,Low
VND02647,0.209,0.363,1,22.9,Low
VND02648,0.117,0.196,14,12.55,Low
VND02649,0.156,0.118,0,10.94,Low
VND02650,0.187,0.183,6,14.8,Low
VND02651,0.043,0.332,19,14.98,Low
VND02652,0.076,0.1,5,7.01,Low
VND02653,0.191,0.218,15,16.34,Low
VND02654,0.165,0.315,14,19.2,Low
VND02655,0.279,0.101,13,15.21,Low
VND02656,0.159,0.347,17,20.23,Low
VND02657,0.204,0.242,16,17.83,Low
VND02658,0.266,0.281,18,21.89,Low
VND02659,0.082,0.147,2,9.16,Low
VND02660,0.129,0.059,16,7.53,Low
VND02661,0.129,0.353,5,19.27,Low
VND02662,0.164,0.369,4,21.31,Low
VND02663,0.272,0.22,5,19.66,Low
VND02664,0.281,0.371,13,26.08,Medium
VND02665,0.294,0.046,17,13.6,Low
VND02666,0.299,0.195,16,19.76,Low
VND02667,0.061,0.069,1,5.22,Low
VND02668,0.149,0.133,11,11.27,Low
VND02669,0.097,0.311,9,16.33,Low
VND02670,0.075,0.292,16,14.65,Low
VND02671,0.273,0.255,18,21.1,Low
VND02672,0.197,0.172,12,14.76,Low
VND02673,0.015,0.329,13,13.74,Low
VND02674,0.24,0.315,18,22.2,Low
VND02675,0.233,0.028,16,10.46,Low
VND02676,0.229,0.339,2,22.73,Low
VND02677,0.207,0.264,15,18.83,Low
VND02678,0.288,0.004,8,11.7,Low
VND02679,0.217,0.279,13,19.82,Low
VND02680,0.18,0.027,0,8.29,Low
VND02681,0.174,0.042,8,8.64,Low
VND02682,0.139,0.144,5,11.33,Low
VND02683,0.181,0.156,19,13.45,Low
VND02684,0.036,0.164,2,8.0,Low
VND02685,0.222,0.004,9,9.04,Low
VND02686,0.227,0.364,10,23.63,Low
VND02687,0.272,0.345,18,24.66,Low
VND02688,0.153,0.129,19,11.29,Low
VND02689,0.125,0.325,2,17.99,Low
VND02690,0.184,0.022,17,8.24,Low
VND02691,0.011,0.021,0,1.28,Low
VND02692,0.15,0.258,5,16.34,Low
VND02693,0.072,0.063,4,5.39,Low
VND02694,0.177,0.035,14,8.5,Low
VND02695,0.029,0.2,19,9.16,Low
VND02696,0.271,0.131,17,16.07,Low
VND02697,0.095,0.209,18,12.18,Low
VND02698,0.061,0.278,19,13.56,Low
VND02699,0.127,0.251,9,15.12,Low
VND02700,0.06,0.104,7,6.55,Low
VND02701,0.146,0.035,5,7.27,Low
VND02702,0.184,0.38,16,22.57,Low
VND02703,0.065,0.08,6,5.81,Low
VND02704,0.274,0.367,10,25.64,Medium
VND02705,0.186,0.298,0,19.35,Low
VND02706,0.019,0.399,8,16.73,Low
VND02707,0.242,0.135,17,15.05,Low
VND02708,0.102,0.26,8,14.46,Low
VND02709,0.262,0.047,13,12.36,Low
VND02710,0.065,0.016,16,3.25,Low
VND02711,0.045,0.268,17,12.51,Low
VND02712,0.033,0.126,16,6.38,Low
VND02713,0.291,0.159,13,18.01,Low
VND02714,0.276,0.034,11,12.41,Low
VND02715,0.232,0.095,19,13.06,Low
VND02716,0.199,0.322,16,20.84,Low
VND02717,0.202,0.284,18,19.46,Low
VND02718,0.212,0.042,1,10.14,Low
VND02719,0.282,0.379,15,26.46,Medium
VND02720,0.197,0.087,5,11.37,Low
VND02721,0.261,0.122,19,15.31,Low
VND02722,0.032,0.13,13,6.48,Low
VND02723,0.265,0.369,3,25.33,Medium
VND02724,0.254,0.38,11,25.37,Medium
VND02725,0.03,0.213,13,9.69,Low
VND02726,0.266,0.15,6,16.64,Low
VND02727,0.203,0.033,13,9.42,Low
VND02728,0.006,0.09,11,3.85,Low
VND02729,0.064,0.184,20,9.91,Low
VND02730,0.129,0.232,11,14.42,Low
VND02731,0.115,0.208,1,12.95,Low
VND02732,0.122,0.324,3,17.86,Low
VND02733,0.183,0.387,6,22.79,Low
VND02734,0.034,0.131,3,6.59,Low
VND02735,0.031,0.139,1,6.8,Low
VND02736,0.126,0.161,15,11.49,Low
VND02737,0.22,0.092,19,12.49,Low
VND02738,0.185,0.201,14,15.41,Low
VND02739,0.092,0.317,4,16.35,Low
VND02740,0.03,0.33,14,14.39,Low
VND02741,0.102,0.226,20,13.14,Low
VND02742,0.235,0.006,18,9.62,Low
VND02743,0.105,0.109,7,8.56,Low
VND02744,0.004,0.175,15,7.16,Low
VND02745,0.259,0.058,10,12.7,Low
VND02746,0.199,0.323,20,20.9,Low
VND02747,0.199,0.144,2,13.73,Low
VND02748,0.273,0.001,12,10.97,Low
VND02749,0.085,0.32,19,16.19,Low
VND02750,0.168,0.112,7,11.21,Low
VND02751,0.127,0.089,12,8.67,Low
VND02752,0.278,0.385,0,26.53,Medium
VND02753,0.082,0.281,14,14.52,Low
VND02754,0.286,0.094,18,15.23,Low
VND02755,0.19,0.062,16,10.06,Low
VND02756,0.169,0.077,15,9.86,Low
VND02757,0.12,0.291,17,16.44,Low
VND02758,0.243,0.357,8,24.01,Low
VND02759,0.046,0.278,6,12.94,Low
VND02760,0.182,0.007,12,7.58,Low
VND02761,0.081,0.081,2,6.44,Low
VND02762,0.144,0.301,5,17.79,Low
VND02763,0.005,0.161,16,6.67,Low
VND02764,0.206,0.157,9,14.51,Low
VND02765,0.119,0.139,18,10.36,Low
VND02766,0.178,0.384,9,22.49,Low
VND02767,0.276,0.312,9,23.54,Low
VND02768,0.21,0.226,5,17.42,Low
VND02769,0.081,0.08,15,6.42,Low
VND02770,0.139,0.326,9,18.62,Low
VND02771,0.234,0.394,1,25.1,Medium
VND02772,0.004,0.304,11,12.3,Low
VND02773,0.165,0.087,10,10.06,Low
VND02774,0.19,0.231,17,16.85,Low
VND02775,0.084,0.237,15,12.84,Low
VND02776,0.28,0.233,13,20.5,Low
VND02777,0.263,0.113,12,15.02,Low
VND02778,0.246,0.227,2,18.92,Low
VND02779,0.127,0.01,17,5.51,Low
VND02780,0.246,0.095,3,13.65,Low
VND02781,0.005,0.289,14,11.76,Low
VND02782,0.015,0.225,18,9.58,Low
VND02783,0.072,0.054,10,5.05,Low
VND02784,0.107,0.264,9,14.85,Low
VND02785,0.229,0.326,20,22.2,Low
VND02786,0.276,0.304,19,23.2,Low
VND02787,0.248,0.083,18,13.26,Low
VND02788,0.063,0.066,6,5.13,Low
VND02789,0.255,0.091,2,13.83,Low
VND02790,0.172,0.177,5,13.95,Low
VND02791,0.275,0.076,14,14.02,Low
VND02792,0.022,0.13,5,6.11,Low
VND02793,0.25,0.334,13,23.36,Low
VND02794,0.169,0.03,9,7.96,Low
VND02795,0.118,0.046,8,6.56,Low
VND02796,0.011,0.097,19,4.3,Low
VND02797,0.065,0.324,6,15.57,Low
VND02798,0.288,0.243,4,21.21,Low
VND02799,0.154,0.377,9,21.26,Low
VND02800,0.198,0.039,0,9.46,Low
VND02801,0.092,0.337,6,17.16,Low
VND02802,0.144,0.109,1,10.15,Low
VND02803,0.23,0.354,11,23.38,Low
VND02804,0.159,0.25,12,16.37,Low
VND02805,0.131,0.06,0,7.62,Low
VND02806,0.21,0.088,12,11.91,Low
VND02807,0.004,0.186,13,7.59,Low
VND02808,0.201,0.112,20,12.52,Low
VND02809,0.062,0.373,8,17.4,Low
VND02810,0.235,0.347,2,23.27,Low
VND02811,0.196,0.336,0,21.29,Low
VND02812,0.133,0.179,5,12.49,Low
VND02813,0.262,0.293,14,22.21,Low
VND02814,0.227,0.133,16,14.4,Low
VND02815,0.06,0.233,6,11.72,Low
VND02816,0.146,0.167,17,12.51,Low
VND02817,0.129,0.356,11,19.39,Low
VND02818,0.016,0.146,15,6.5,Low
VND02819,0.073,0.027,3,4.01,Low
VND02820,0.116,0.287,14,16.13,Low
VND02821,0.004,0.006,17,0.39,Low
VND02822,0.225,0.106,10,13.26,Low
VND02823,0.297,0.305,9,24.08,Low
VND02824,0.132,0.217,18,13.99,Low
VND02825,0.19,0.383,18,22.94,Low
VND02826,0.201,0.149,0,14.01,Low
VND02827,0.136,0.351,4,19.46,Low
VND02828,0.101,0.013,14,4.55,Low
VND02829,0.047,0.291,17,13.52,Low
VND02830,0.042,0.304,11,13.84,Low
VND02831,0.252,0.034,20,11.43,Low
VND02832,0.09,0.212,15,12.1,Low
VND02833,0.021,0.213,11,9.36,Low
VND02834,0.296,0.081,12,15.08,Low
VND02835,0.216,0.034,5,10.0,Low
VND02836,0.231,0.382,5,24.51,Low
VND02837,0.093,0.073,17,6.62,Low
VND02838,0.134,0.261,10,15.81,Low
VND02839,0.145,0.376,17,20.85,Low
VND02840,0.24,0.139,3,15.15,Low
VND02841,0.026,0.125,1,6.07,Low
VND02842,0.252,0.184,13,17.47,Low
VND02843,0.179,0.273,5,18.08,Low
VND02844,0.277,0.023,9,11.99,Low
VND02845,0.195,0.332,2,21.09,Low
VND02846,0.092,0.115,15,8.25,Low
VND02847,0.116,0.219,14,13.42,Low
VND02848,0.067,0.313,8,15.21,Low
VND02849,0.281,0.062,12,13.71,Low
VND02850,0.192,0.196,7,15.51,Low
VND02851,0.274,0.193,4,18.71,Low
VND02852,0.264,0.026,15,11.6,Low
VND02853,0.218,0.32,17,21.52,Low
VND02854,0.12,0.374,1,19.76,Low
VND02855,0.216,0.078,8,11.78,Low
VND02856,0.21,0.227,3,17.48,Low
VND02857,0.052,0.377,17,17.17,Low
VND02858,0.032,0.268,10,12.0,Low
VND02859,0.05,0.111,12,6.44,Low
VND02860,0.078,0.249,12,13.09,Low
VND02861,0.102,0.189,8,11.62,Low
VND02862,0.083,0.287,10,14.82,Low
VND02863,0.136,0.097,19,9.33,Low
VND02864,0.133,0.047,15,7.18,Low
VND02865,0.043,0.236,18,11.16,Low
VND02866,0.199,0.324,3,20.91,Low
VND02867,0.037,0.367,3,16.16,Low
VND02868,0.045,0.081,17,5.02,Low
VND02869,0.074,0.181,0,10.21,Low
VND02870,0.238,0.362,19,24.03,Low
VND02871,0.179,0.39,14,22.77,Low
VND02872,0.214,0.372,7,23.44,Low
VND02873,0.038,0.338,2,15.05,Low
VND02874,0.27,0.176,11,17.82,Low
VND02875,0.058,0.132,17,7.6,Low
VND02876,0.283,0.084,13,14.69,Low
VND02877,0.285,0.151,17,17.44,Low
VND02878,0.241,0.254,19,19.81,Low
VND02879,0.15,0.253,19,16.11,Low
VND02880,0.297,0.017,14,12.55,Low
VND02881,0.273,0.185,15,18.33,Low
VND02882,0.098,0.065,20,6.54,Low
VND02883,0.247,0.275,1,20.9,Low
VND02884,0.207,0.148,19,14.22,Low
VND02885,0.075,0.286,12,14.42,Low
VND02886,0.116,0.135,8,10.01,Low
VND02887,0.128,0.224,10,14.11,Low
VND02888,0.075,0.393,8,18.72,Low
VND02889,0.007,0.384,19,15.63,Low
VND02890,0.182,0.014,18,7.84,Low
VND02891,0.111,0.371,17,19.3,Low
VND02892,0.102,0.22,13,12.89,Low
VND02893,0.104,0.063,17,6.65,Low
VND02894,0.075,0.355,1,17.19,Low
VND02895,0.185,0.368,10,22.13,Low
VND02896,0.285,0.361,11,25.82,Medium
VND02897,0.097,0.035,10,5.29,Low
VND02898,0.045,0.053,11,3.91,Low
VND02899,0.117,0.128,19,9.8,Low
VND02900,0.238,0.186,1,16.99,Low
VND02901,0.199,0.248,11,17.89,Low
VND02902,0.188,0.302,11,19.6,Low
VND02903,0.1,0.085,19,7.39,Low
VND02904,0.059,0.258,11,12.66,Low
VND02905,0.121,0.207,14,13.12,Low
VND02906,0.037,0.352,8,15.58,Low
VND02907,0.217,0.123,4,13.59,Low
VND02908,0.044,0.347,7,15.66,Low
VND02909,0.029,0.302,5,13.21,Low
VND02910,0.068,0.005,9,2.9,Low
VND02911,0.289,0.107,12,15.83,Low
VND02912,0.239,0.356,20,23.8,Low
VND02913,0.003,0.139,4,5.67,Low
VND02914,0.062,0.308,14,14.82,Low
VND02915,0.131,0.251,1,15.29,Low
VND02916,0.297,0.084,14,15.26,Low
VND02917,0.086,0.352,11,17.52,Low
VND02918,0.172,0.021,13,7.71,Low
VND02919,0.243,0.059,13,12.11,Low
VND02920,0.153,0.178,4,13.27,Low
VND02921,0.185,0.225,16,16.37,Low
VND02922,0.216,0.037,9,10.11,Low
VND02923,0.112,0.367,0,19.15,Low
VND02924,0.244,0.062,7,12.24,Low
VND02925,0.089,0.133,15,8.9,Low
VND02926,0.155,0.006,19,6.41,Low
VND02927,0.277,0.011,20,11.52,Low
VND02928,0.112,0.121,8,9.3,Low
VND02929,0.144,0.173,7,12.7,Low
VND02930,0.274,0.066,4,13.6,Low
VND02931,0.294,0.093,2,15.47,Low
VND02932,0.152,0.028,6,7.18,Low
VND02933,0.208,0.37,14,23.12,Low
VND02934,0.018,0.234,13,10.1,Low
VND02935,0.182,0.069,20,10.04,Low
VND02936,0.255,0.172,19,17.06,Low
VND02937,0.094,0.333,18,17.08,Low
VND02938,0.026,0.208,18,9.35,Low
VND02939,0.045,0.055,1,3.98,Low
VND02940,0.248,0.068,12,12.63,Low
VND02941,0.282,0.149,17,17.24,Low
VND02942,0.011,0.345,16,14.25,Low
VND02943,0.068,0.291,12,14.36,Low
VND02944,0.202,0.174,8,15.02,Low
VND02945,0.232,0.09,18,12.88,Low
VND02946,0.17,0.184,3,14.17,Low
VND02947,0.028,0.291,1,12.76,Low
VND02948,0.187,0.147,4,13.36,Low
VND02949,0.042,0.279,18,12.86,Low
VND02950,0.099,0.061,16,6.39,Low
VND02951,0.252,0.361,18,24.52,Low
VND02952,0.03,0.238,17,10.73,Low
VND02953,0.075,0.314,12,15.58,Low
VND02954,0.263,0.187,17,18.01,Low
VND02955,0.239,0.085,7,12.96,Low
VND02956,0.012,0.121,10,5.32,Low
VND02957,0.153,0.199,8,14.06,Low
VND02958,0.047,0.013,17,2.42,Low
VND02959,0.133,0.398,18,21.25,Low
VND02960,0.019,0.305,5,12.94,Low
VND02961,0.124,0.038,13,6.47,Low
VND02962,0.134,0.253,19,15.49,Low
VND02963,0.275,0.079,20,14.16,Low
VND02964,0.055,0.28,5,13.41,Low
VND02965,0.261,0.242,13,20.1,Low
VND02966,0.276,0.168,9,17.73,Low
VND02967,0.098,0.078,8,7.03,Low
VND02968,0.182,0.315,8,19.87,Low
VND02969,0.123,0.083,18,8.22,Low
VND02970,0.171,0.208,11,15.17,Low
VND02971,0.298,0.206,5,20.16,Low
VND02972,0.004,0.138,20,5.67,Low
VND02973,0.208,0.065,17,10.92,Low
VND02974,0.075,0.296,18,14.82,Low
VND02975,0.174,0.363,10,21.49,Low
VND02976,0.098,0.197,2,11.78,Low
VND02977,0.208,0.349,6,22.28,Low
VND02978,0.055,0.009,0,2.55,Low
VND02979,0.051,0.162,7,8.51,Low
VND02980,0.052,0.323,11,15.02,Low
VND02981,0.024,0.301,20,12.98,Low
VND02982,0.289,0.166,1,18.2,Low
VND02983,0.211,0.043,16,10.17,Low
VND02984,0.271,0.255,9,21.03,Low
VND02985,0.167,0.182,14,13.94,Low
VND02986,0.143,0.277,14,16.82,Low
VND02987,0.175,0.266,10,17.63,Low
VND02988,0.059,0.276,15,13.39,Low
VND02989,0.262,0.212,13,18.94,Low
VND02990,0.277,0.008,1,11.39,Low
VND02991,0.049,0.17,13,8.77,Low
VND02992,0.021,0.213,20,9.37,Low
VND02993,0.166,0.238,14,16.17,Low
VND02994,0.055,0.212,4,10.67,Low
VND02995,0.053,0.269,20,12.9,Low
VND02996,0.059,0.183,15,9.67,Low
VND02997,0.232,0.33,7,22.47,Low
VND02998,0.287,0.074,13,14.45,Low
VND02999,0.245,0.146,9,15.63,Low
VND03000,0.265,0.33,3,23.83,Low
VND03001,0.089,0.202,15,11.66,Low
VND03002,0.175,0.265,11,17.6,Low
VND03003,0.042,0.081,8,4.92,Low
VND03004,0.153,0.394,10,21.88,Low
VND03005,0.201,0.189,14,15.6,Low
VND03006,0.061,0.361,8,16.89,Low
VND03007,0.09,0.272,3,14.48,Low
VND03008,0.079,0.344,13,16.92,Low
VND03009,0.113,0.044,14,6.28,Low
VND03010,0.269,0.177,14,17.86,Low
VND03011,0.039,0.096,9,5.39,Low
VND03012,0.108,0.237,0,13.81,Low
VND03013,0.087,0.167,3,10.15,Low
VND03014,0.233,0.044,11,11.1,Low
VND03015,0.037,0.116,4,6.11,Low
VND03016,0.248,0.243,5,19.63,Low
VND03017,0.079,0.154,1,9.33,Low
VND03018,0.223,0.396,5,24.72,Low
VND03019,0.124,0.36,2,19.36,Low
VND03020,0.121,0.009,9,5.21,Low
VND03021,0.236,0.346,19,23.31,Low
VND03022,0.158,0.197,9,14.2,Low
VND03023,0.032,0.249,13,11.26,Low
VND03024,0.062,0.365,3,17.08,Low
VND03025,0.129,0.222,8,14.05,Low
VND03026,0.219,0.277,4,19.82,Low
VND03027,0.06,0.062,14,4.9,Low
VND03028,0.145,0.082,18,9.07,Low
VND03029,0.069,0.347,3,16.66,Low
VND03030,0.096,0.199,2,11.81,Low
VND03031,0.063,0.371,15,17.37,Low
VND03032,0.287,0.167,17,18.14,Low
VND03033,0.216,0.211,12,17.06,Low
VND03034,0.243,0.116,17,14.35,Low
VND03035,0.03,0.179,13,8.34,Low
VND03036,0.205,0.354,1,22.35,Low
VND03037,0.12,0.08,8,7.98,Low
VND03038,0.187,0.134,0,12.83,Low
VND03039,0.213,0.037,16,10.0,Low
VND03040,0.261,0.037,1,11.93,Low
VND03041,0.026,0.183,11,8.36,Low
VND03042,0.193,0.273,8,18.64,Low
VND03043,0.125,0.214,9,13.54,Low
VND03044,0.271,0.314,11,23.4,Low
VND03045,0.029,0.385,16,16.55,Low
VND03046,0.023,0.187,10,8.4,Low
VND03047,0.252,0.039,1,11.65,Low
VND03048,0.137,0.282,13,16.77,Low
VND03049,0.107,0.178,20,11.39,Low
VND03050,0.035,0.072,15,4.31,Low
VND03051,0.165,0.144,7,12.37,Low
VND03052,0.221,0.219,1,17.59,Low
VND03053,0.175,0.368,1,21.71,Low
VND03054,0.11,0.301,2,16.46,Low
VND03055,0.128,0.078,3,8.24,Low
VND03056,0.094,0.145,1,9.55,Low
VND03057,0.225,0.077,9,12.1,Low
VND03058,0.049,0.23,19,11.17,Low
VND03059,0.166,0.02,2,7.46,Low
VND03060,0.135,0.154,17,11.55,Low
VND03061,0.237,0.05,1,11.48,Low
VND03062,0.296,0.342,18,25.52,Medium
VND03063,0.226,0.009,12,9.41,Low
VND03064,0.227,0.065,7,11.7,Low
VND03065,0.252,0.047,10,11.98,Low
VND03066,0.079,0.036,9,4.59,Low
VND03067,0.058,0.234,5,11.65,Low
VND03068,0.198,0.183,19,15.25,Low
VND03069,0.148,0.028,17,7.01,Low
VND03070,0.099,0.016,14,4.58,Low
VND03071,0.241,0.397,2,25.53,Medium
VND03072,0.197,0.33,19,21.08,Low
VND03073,0.147,0.185,0,13.26,Low
VND03074,0.274,0.121,4,15.8,Low
VND03075,0.114,0.096,6,8.4,Low
VND03076,0.136,0.197,1,13.31,Low
VND03077,0.242,0.026,17,10.7,Low
VND03078,0.296,0.319,17,24.63,Low
VND03079,0.275,0.347,3,24.91,Low
VND03080,0.258,0.35,4,24.34,Low
VND03081,0.042,0.372,17,16.58,Low
VND03082,0.161,0.363,0,20.97,Low
VND03083,0.152,0.195,1,13.91,Low
VND03084,0.058,0.095,0,6.12,Low
VND03085,0.169,0.167,12,13.45,Low
VND03086,0.239,0.024,3,10.5,Low
VND03087,0.265,0.382,6,25.88,Medium
VND03088,0.252,0.353,11,24.21,Low
VND03089,0.03,0.185,13,8.62,Low
VND03090,0.092,0.021,12,4.51,Low
VND03091,0.142,0.015,0,6.27,Low
VND03092,0.145,0.377,18,20.88,Low
VND03093,0.161,0.335,12,19.82,Low
VND03094,0.02,0.197,18,8.68,Low
VND03095,0.183,0.098,17,11.22,Low
VND03096,0.189,0.187,2,15.02,Low
VND03097,0.078,0.066,13,5.79,Low
VND03098,0.027,0.078,12,4.22,Low
VND03099,0.266,0.128,13,15.74,Low
VND03100,0.099,0.053,12,6.1,Low
VND03101,0.238,0.39,9,25.14,Medium
VND03102,0.128,0.219,19,13.87,Low
VND03103,0.25,0.279,13,21.16,Low
VND03104,0.248,0.272,8,20.82,Low
VND03105,0.132,0.051,5,7.35,Low
VND03106,0.107,0.135,5,9.7,Low
VND03107,0.178,0.22,8,15.94,Low
VND03108,0.157,0.191,9,13.92,Low
VND03109,0.28,0.017,9,11.88,Low
VND03110,0.288,0.052,2,13.58,Low
VND03111,0.102,0.385,19,19.49,Low
VND03112,0.297,0.006,5,12.13,Low
VND03113,0.051,0.32,11,14.86,Low
VND03114,0.168,0.149,15,12.68,Low
VND03115,0.142,0.142,9,11.37,Low
VND03116,0.152,0.202,17,14.15,Low
VND03117,0.291,0.259,12,21.98,Low
VND03118,0.086,0.196,13,11.3,Low
VND03119,0.036,0.059,20,3.83,Low
VND03120,0.059,0.332,17,15.64,Low
VND03121,0.293,0.188,9,19.22,Low
VND03122,0.016,0.22,9,9.45,Low
VND03123,0.288,0.268,16,22.22,Low
VND03124,0.179,0.102,0,11.24,Low
VND03125,0.001,0.336,5,13.48,Low
VND03126,0.042,0.25,7,11.7,Low
VND03127,0.123,0.157,14,11.22,Low
VND03128,0.292,0.04,11,13.27,Low
VND03129,0.191,0.018,2,8.37,Low
VND03130,0.11,0.02,18,5.18,Low
VND03131,0.219,0.088,20,12.27,Low
VND03132,0.125,0.081,8,8.24,Low
VND03133,0.215,0.008,6,8.95,Low
VND03134,0.081,0.052,16,5.32,Low
VND03135,0.168,0.248,1,16.63,Low
VND03136,0.22,0.129,11,13.99,Low
VND03137,0.21,0.143,8,14.14,Low
VND03138,0.28,0.309,2,23.56,Low
VND03139,0.163,0.122,13,11.42,Low
VND03140,0.143,0.273,20,16.63,Low
VND03141,0.078,0.085,4,6.54,Low
VND03142,0.236,0.208,4,17.77,Low
VND03143,0.246,0.26,14,20.22,Low
VND03144,0.247,0.37,13,24.67,Low
VND03145,0.154,0.116,15,10.81,Low
VND03146,0.19,0.043,7,9.29,Low
VND03147,0.013,0.135,9,5.9,Low
VND03148,0.239,0.184,13,16.91,Low
VND03149,0.171,0.085,11,10.23,Low
VND03150,0.24,0.146,5,15.42,Low
VND03151,0.212,0.15,18,14.49,Low
VND03152,0.159,0.318,6,19.08,Low
VND03153,0.2,0.129,9,13.16,Low
VND03154,0.222,0.183,8,16.23,Low
VND03155,0.161,0.025,8,7.41,Low
VND03156,0.047,0.386,8,17.34,Low
VND03157,0.207,0.207,15,16.56,Low
VND03158,0.277,0.02,20,11.85,Low
VND03159,0.137,0.238,17,15.0,Low
VND03160,0.125,0.342,9,18.65,Low
VND03161,0.296,0.397,14,27.73,Medium
VND03162,0.122,0.113,10,9.4,Low
